Name,address,star,Rating+Noreview,Rank,price,seat,openclosedate-time,type,facilities
.33 cafe จุดสามสามคาเฟ่,ค่าส่งเริ่มต้น 0 บาท *ภายในระยะทางที่กำหนด,4, 1 เรตติ้ง (1 รีวิว),อันดับ #11 จาก 217, (ต่ำกว่า 100 บาท),,"{'จันทร์ - ศุกร์': ['07:00 - 16:00'], 'เสาร์': ['09:00 - 18:00']}","คาเฟ่,ร้านกาแฟ/ชา,","[{'.33 cafe จุดสามสามคาเฟ่': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
Huan.Roastery,920/9 ซอย วชิรธรรมสาธิต 30 แขวง บางนา เขตบางนา กรุงเทพมหานคร ประเทศไทย กรุงเทพมหานคร,4, 11 เรตติ้ง (10 รีวิว),อันดับ #6 จาก 402, (101 - 250 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['08:00 - 16:00']},"ร้านกาแฟ/ชา,คาเฟ่,เบเกอรี/เค้ก,","[{'Huan.Roastery': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
ก๋วยเตี๋ยวต้มยำแม่ทองใบ (Maatongbai noodle),ค่าส่งเริ่มต้น 0 บาท *ภายในระยะทางที่กำหนด,4.1, 7 เรตติ้ง (5 รีวิว),อันดับ #1 จาก 403, (ต่ำกว่า 100 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['09:00 - 17:00']},"ก๋วยเตี๋ยว,ร้านกาแฟ/ชา,ของหวาน,","[{'ก๋วยเตี๋ยวต้มยำแม่ทองใบ (Maatongbai noodle)': True, 'ที่จอดรถ': True, 'Wi-Fi': False, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
หวาน หวาน ขนมโฮมเมด (Warn Warn Homemade),"507/11 หมู่บ้านนครไทย ซ.5, สาธุประดิษฐ์ 31 ช่องนนทรี ยานนาวา กรุงเทพมหานคร กรุงเทพมหานคร (ศาลพระภูมิเลี้ยวซ้าย)",3.8, 61 เรตติ้ง (54 รีวิว),อันดับ #7 จาก 246, (251 - 500 บาท),,"{'เสาร์, อาทิตย์': ['09:00 - 17:00']}","เบเกอรี/เค้ก,ร้านกาแฟ/ชา,ของหวาน,","[{'หวาน หวาน ขนมโฮมเมด (Warn Warn Homemade)': True, 'ที่จอดรถ': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Lobby Lounge (ล็อบบี้ เลาจน์),48 โอเรียนเต็ล อเวนิว ถนนเจริญกรุง กรุงเทพมหานคร (โรงแรมแมนดาริน โอเรียนเต็ล กรุงเทพฯ),4.1, 4 เรตติ้ง (3 รีวิว),อันดับ #9 จาก 629, (251 - 500 บาท),,{'ทุกวัน': ['10:00 - 21:00']},"ร้านกาแฟ/ชา,เบเกอรี/เค้ก,","[{'Lobby Lounge (ล็อบบี้ เลาจน์)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Chan & Yupa Tearoom (ฉันท์ แอนด์ ยุพา),ซอยสุขุมวิท 10 กรุงเทพมหานคร (ร้านอยู่ในสุขุมวิทซ.10 ปากซอยประมาณ100เมตร ร้านอยู่ทางขวามือ),4.1, 39 เรตติ้ง (29 รีวิว),อันดับ #5 จาก 115, (251 - 500 บาท),41 - 80 ที่นั่ง,"{'จันทร์ - ศุกร์': ['11:00 - 20:00'], 'เสาร์, อาทิตย์': ['10:00 - 20:00']}","อาหารฟิวชั่น,ร้านกาแฟ/ชา,เบเกอรี/เค้ก,","[{'Chan & Yupa Tearoom (ฉันท์ แอนด์ ยุพา)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True, 'แอลกอฮอล์': True}]"
Ohhคุณพระ,ถนนมหาราช กรุงเทพมหานคร (เลขที่ 312-314 ตึกเก่าหน้าริมถนนถนนมหาราช ตลาดท่าเตียน อยู่ริมถนน ตรงข้ามวัดโพธิ์),3.9, 26 เรตติ้ง (20 รีวิว),"อันดับ #486 จาก 48,023", (101 - 250 บาท),41 - 80 ที่นั่ง,"{'จันทร์ - อังคาร': ['10:00 - 18:00'], 'พฤหัสบดี - อาทิตย์': ['10:00 - 18:00']}","อาหารไทย,ร้านกาแฟ/ชา,อาหารตามสั่ง,","[{'Ohhคุณพระ': True, 'ที่จอดรถ': False, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True, 'แอลกอฮอล์': True}]"
Krung Gastro Cafe (Krung Gastro),ค่าส่งเริ่มต้น 0 บาท *ภายในระยะทางที่กำหนด,4, 64 เรตติ้ง (40 รีวิว),อันดับ #3 จาก 222, (101 - 250 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['07:30 - 19:00']},"ร้านกาแฟ/ชา,คาเฟ่,อาหารไทย,","[{'Krung Gastro Cafe (Krung Gastro)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True, 'แอลกอฮอล์': True}]"
The Tempo Coffee Bar and Cafe' (The Tempo),"โครงการ The Ozone airport ถนนลาดกระบัง, ซอย ประชาทร แขวง ลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520 ไทย กรุงเทพมหานคร (ในโครงการ The Ozone airport ตรงข้าม สน.ลาดกระบัง)",3.9, 12 เรตติ้ง (12 รีวิว),อันดับ #6 จาก 921, (ต่ำกว่า 100 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['09:00 - 20:00']},"ร้านกาแฟ/ชา,เบเกอรี/เค้ก,เครื่องดื่ม/น้ำผลไม้,","[{""The Tempo Coffee Bar and Cafe' (The Tempo)"": True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'เดลิเวอรี': True}]"
Anaya espresso kitchen,ถนนพระราม 9 ซอย 41 กรุงเทพมหานคร (บ้านกาแฟใต้ต้นไม้ใหญ่มั๊กๆ),4, 62 เรตติ้ง (47 รีวิว),อันดับ #7 จาก 677, (101 - 250 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['06:30 - 21:00']},"ร้านกาแฟ/ชา,อาหารตามสั่ง,อาหารเช้า,","[{'Anaya espresso kitchen': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True, 'แอลกอฮอล์': True}]"
Unbranded Cafe (อันแบรนเด็ด คาเฟ่),46 ซอยเทเวศร์1 ถ.กรุงเกษม เขตพระนคร กทม. 10200 กรุงเทพมหานคร (ตรงข้ามรั้วโรงเรียนสตรีวรนาถก่อนถึงประตู จะมีซอยเล็กๆ ขออภัยไม่มีที่จอดรถค่ะ),3.9, 70 เรตติ้ง (53 รีวิว),อันดับ #20 จาก 201, (101 - 250 บาท),11 - 40 ที่นั่ง,{'อังคาร - อาทิตย์': ['09:00 - 17:00']},"คาเฟ่,ร้านกาแฟ/ชา,เบเกอรี/เค้ก,","[{'Unbranded Cafe (อันแบรนเด็ด คาเฟ่)': True, 'ที่จอดรถ': False, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
79 Artisan Coffee House,79/1 ซอย ปลัดพูน ถนนเลียบคลองภาษีเจริญฝั่งเหนือ กรุงเทพมหานคร (ใกล้ บริษัท ขนมปังตรากิเลน จำกัด),4.1, 17 เรตติ้ง (15 รีวิว),อันดับ #2 จาก 585, (101 - 250 บาท),,"{'จันทร์ - อังคาร': ['09:00 - 18:00'], 'พฤหัสบดี - อาทิตย์': ['09:00 - 18:00']}","ร้านกาแฟ/ชา,เบเกอรี/เค้ก,","[{'79 Artisan Coffee House': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'เดลิเวอรี': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
TORI CAFE (โทริคาเฟ่),"Thanon Rama II, Tha Kham, Bangkok, 10150, Thailand กรุงเทพมหานคร",3.9, 15 เรตติ้ง (11 รีวิว),อันดับ #4 จาก 149, (101 - 250 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['09:00 - 21:00']},"คาเฟ่,ร้านกาแฟ/ชา,","[{'TORI CAFE (โทริคาเฟ่)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
BONCI,"199 Sukhumvit 49/11 Alley, แขวง คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร ประเทศไทย กรุงเทพมหานคร",4, 5 เรตติ้ง (4 รีวิว),"อันดับ #296 จาก 27,965", (101 - 250 บาท),,"{'จันทร์ - อังคาร': ['10:00 - 18:00'], 'พฤหัสบดี - อาทิตย์': ['10:00 - 18:00']}","ร้านกาแฟ/ชา,","[{'BONCI': True, 'เดลิเวอรี': True}]"
